Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
pyridine,water,C1=CC=NC=C1,O,-4.7
2-heptanone,heptane,CCCCCC(=O)C,CCCCCCC,-5.22
p-bromophenol,water,C1=CC(=CC=C1O)Br,O,-7.13
benzylalcohol,benzylalcohol,C1=CC=C(C=C1)CO,C1=CC=C(C=C1)CO,-8.61
water,diisopropylether,O,CC(C)OC(C)C,-3.58
methanol,chloroform,CO,C(Cl)(Cl)Cl,-3.32
naphthalene,4methyl2pentanone,C1=CC=C2C=CC=CC2=C1,CC(C)CC(C)=O,-7.45
triethylphosphate,heptane,CCOP(=O)(OCC)OCC,CCCCCCC,-6.67
phenol,methylenechloride,C1=CC=C(C=C1)O,C(Cl)Cl,-7.5
2-pentanone,perfluorobenzene,CCCC(=O)C,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-5.1
acetone,heptane,CC(=O)C,CCCCCCC,-2.61
benzaldehyde,cyclohexane,C1=CC=C(C=C1)C=O,C1CCCCC1,-5.71
2-butanone,bromoethane,CCC(=O)C,CCBr,-5.13
2-butanone,bromobenzene,CCC(=O)C,C1=CC=C(C=C1)Br,-4.37
naphthalene,cyclohexane,C1=CC=C2C=CC=CC2=C1,C1CCCCC1,-7.17
pyridine,cyclohexane,C1=CC=NC=C1,C1CCCCC1,-4.3
2-hexanone,hexane,CCCCC(=O)C,CCCCCC,-4.68
1-butanol,octane,CCCCO,CCCCCCCC,-3.69
1;4-dioxane,pyridine,C1COCCO1,C1=CC=NC=C1,-5.14
hexanoicacid,isobutanol,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CC(C)CO,-8.77
methylacetate,octane,COC(C)=O,CCCCCCCC,-3.06
nitromethane,iodobenzene,C[N+](=O)[O-],C1=CC=C(C=C1)I,-4.1
3;5-dibromo-4-hydroxybenzonitrile,water,C1=C(C=C(C(=C1Br)O)Br)C#N,O,-9.0
ammonia,water,N,O,-4.29
m-xylene,chloroform,CC1=CC(=CC=C1)C,C(Cl)(Cl)Cl,-5.86
n-butane,cyclohexane,CCCC,C1CCCCC1,-2.86
toluene,methylenechloride,CC1=CC=CC=C1,C(Cl)Cl,-5.53
butylamine,water,CCCCN,O,-4.29
1;2-ethanediol,ethylacetate,C(CO)O,CCOC(=O)C,-6.82
2;2;2-trifluoroethanol,octanol,C(C(F)(F)F)O,CCCCCCCCO,-4.81
1;1;2-trichloro-1;2;2-trifluoroethane,hexadecane,C(C(F)(Cl)Cl)(F)(F)Cl,CCCCCCCCCCCCCCCC,-2.89
propanoicacid,benzene,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C1=CC=CC=C1,-4.75
diiodomethane,water,C(I)I,O,-2.49
hydrogenperoxide,diisopropylether,OO,CC(C)OC(C)C,-6.72
methylamine,isobutanol,CN,CC(C)CO,-4.56
ethanol,anisole,CCO,COC1=CC=CC=C1,-3.59
E-1;2-dichloroethene,octanol,C(=C/Cl)\Cl,CCCCCCCCO,-3.61
ethylphenylether,octanol,CCOc1ccccc1,CCCCCCCCO,-5.65
methylpentanoate,isopropyltoluene,CCCCC(=O)OC,CC1=CC=C(C=C1)C(C)C,-5.33
p-bromophenol,benzene,C1=CC(=CC=C1O)Br,C1=CC=CC=C1,-8.81
ethene,hexadecane,C=C,CCCCCCCCCCCCCCCC,-0.39
bromoethane,octanol,CCBr,CCCCCCCCO,-2.9
methylacetate,isopropyltoluene,COC(C)=O,CC1=CC=C(C=C1)C(C)C,-3.32
1-propanol,hexadecane,CCCO,CCCCCCCCCCCCCCCC,-2.77
2-heptanone,decane,CCCCCC(=O)C,CCCCCCCCCC,-5.18
hexanoicacid,toluene,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CC1=CC=CC=C1,-6.97
methylamine,4methyl2pentanone,CN,CC(C)CC(C)=O,-4.14
pentylacetate,perfluorobenzene,CCCCCOC(C)=O,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-6.16
methanol,chlorobenzene,CO,C1=CC=C(C=C1)Cl,-2.44
5-bromouracil,chloroform,C1=C(C(=O)NC(=O)N1)Br,C(Cl)(Cl)Cl,-15.03
1-iodopentane,hexadecane,CCCCCI,CCCCCCCCCCCCCCCC,-5.63
methylhexanoate,dichloroethane,CCCCCC(=O)OC,CC(Cl)Cl,-6.57
acetonitrile,acetonitrile,CC#N,CC#N,-4.85
diethylamine,diethylether,CCNCC,CCOCC,-3.83
3-methylaniline,heptane,CC1=CC(=CC=C1)N,CCCCCCC,-6.35
o-xylene,octanol,CC1=CC=CC=C1C,CCCCCCCCO,-5.07
butanoicacid,butanol,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CCCCO,-7.66
benzamide,octanol,C1=CC=C(C=C1)C(=O)N,CCCCCCCCO,-11.77
o-xylene,chloroform,CC1=CC=CC=C1C,C(Cl)(Cl)Cl,-6.23
aniline,decalin,C1=CC=C(C=C1)N,C1CCC2CCCCC2C1,-5.78
nitrobenzene,hexadecane,C1=CC=C(C=C1)[N+](=O)[O-],CCCCCCCCCCCCCCCC,-6.22
1-butanol,toluene,CCCCO,CC1=CC=CC=C1,-4.31
p-cresol,chloroform,CC1=CC=C(C=C1)O,C(Cl)(Cl)Cl,-7.59
aceticacid,benzylalcohol,CC(O)=O,C1=CC=C(C=C1)CO,-6.96
acetonitrile,octanol,CC#N,CCCCCCCCO,-3.15
3-chloropropene,hexadecane,C=CCCl,CCCCCCCCCCCCCCCC,-2.88
nitromethane,tetrahydrofuran,C[N+](=O)[O-],C1CCOC1,-5.09
propylamine,heptanol,CCCN,CCCCCCCO,-4.8
3-methylpyridine,hexadecane,CC1=CN=CC=C1,CCCCCCCCCCCCCCCC,-4.91
1-propanol,bromobenzene,CCCO,C1=CC=C(C=C1)Br,-3.74
butylamine,secbutanol,CCCCN,CCC(C)O,-5.52
water,methylenechloride,O,C(Cl)Cl,-2.63
m-xylene,water,CC1=CC(=CC=C1)C,O,-0.84
2-chloropropane,octanol,CC(C)Cl,CCCCCCCCO,-2.84
2-butanone,tetralin,CCC(=O)C,C1CCC2=CC=CC=C2C1,-3.12
1-nitrobutane,octanol,CCCC[N+](=O)[O-],CCCCCCCCO,-5.11
2;6-dichlorobenzonitrile,water,C1=CC(=C(C(=C1)Cl)C#N)Cl,O,-5.22
ethanol,tributylphosphate,CCO,CCCCOP(=O)(OCCCC)OCCCC,-4.57
1-bromo-isobutane,water,CC(C)CBr,O,-0.03
1;4-dioxane,octanol,C1COCCO1,CCCCCCCCO,-4.89
chloromethane,water,CCl,O,-0.56
dimethyldisulfide,water,CSSC,O,-1.83
1;2-dichlorobenzene,heptane,C1=CC=C(C(=C1)Cl)Cl,CCCCCCC,-6.01
dipropylsulfide,water,CCCSCCC,O,-1.27
formaldehyde,chloroform,C=O,C(Cl)(Cl)Cl,0.12
tetrachloroethene,tetrachloroethene,C(=C(Cl)Cl)(Cl)Cl,C(=C(Cl)Cl)(Cl)Cl,-5.39
methylacetate,xylene,COC(C)=O,CC1=CC=CC=C1C,-3.7
morpholine,chloroform,C1COCCN1,C(Cl)(Cl)Cl,-6.72
aceticacid,secbutanol,CC(O)=O,CCC(C)O,-6.81
hydrogenperoxide,nitrobenzene,OO,C1=CC=C(C=C1)[N+](=O)[O-],-5.45
phenol,butylacetate,C1=CC=C(C=C1)O,CCCCOC(C)=O,-8.96
dipropylamine,isobutanol,CCCNCCC,CC(C)CO,-5.87
fluorobenzene,heptane,C1=CC=C(C=C1)F,CCCCCCC,-4.13
bromoform,undecane,C(Br)(Br)Br,CCCCCCCCCCC,-4.84
propylamine,chlorobenzene,CCCN,C1=CC=C(C=C1)Cl,-3.59
iodobenzene,water,C1=CC=C(C=C1)I,O,-1.73
butanal,isooctane,CCCC=O,CC(C)CC(C)(C)C,-3.45
p-bromophenol,heptanol,C1=CC(=CC=C1O)Br,CCCCCCCO,-10.49
butanoicacid,dichloroethane,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CC(Cl)Cl,-5.83
cyclohexane,water,C1CCCCC1,O,1.23
pyridine,chloroform,C1=CC=NC=C1,C(Cl)(Cl)Cl,-6.45
chlorobenzene,decalin,C1=CC=C(C=C1)Cl,C1CCC2CCCCC2C1,-4.61
acetylsalicylicacid,octanol,CC(=O)OC1=CC=CC=C1C(=O)O,CCCCCCCCO,-11.56
1;4-dioxane,ethoxybenzene,C1COCCO1,CCOC1=CC=CC=C1,-4.87
2;2;4-trimethylpentane,hexadecane,CC(C)CC(C)(C)C,CCCCCCCCCCCCCCCC,-4.24
p-cresol,iodobenzene,CC1=CC=C(C=C1)O,C1=CC=C(C=C1)I,-7.01
n-octane,ethanol,CCCCCCCC,CCO,-4.23
n-octane,dimethylacetamide,CCCCCCCC,CC(=O)N(C)C,-3.94
methylacetate,hexadecane,COC(C)=O,CCCCCCCCCCCCCCCC,-2.67
pentanoicacid,octanol,CCCCC(O)=O,CCCCCCCCO,-8.22
cyclopentanol,hexadecane,C1CCC(C1)O,CCCCCCCCCCCCCCCC,-4.42
trimethylamine,octanol,CN(C)C,CCCCCCCCO,-3.6
2-butanone,pyridine,CCC(=O)C,C1=CC=NC=C1,-4.61
1-heptanol,toluene,CCCCCCCO,CC1=CC=CC=C1,-6.75
diethyl4-nitrophenylthiophosphonate,benzene,CC[S](CC)=[P]([O-])([O-])c1ccc(cc1)[N+]([O-])=O,C1=CC=CC=C1,-8.58
nitromethane,fluorobenzene,C[N+](=O)[O-],C1=CC=C(C=C1)F,-4.62
pentylacetate,pentane,CCCCCOC(C)=O,CCCCC,-5.62
ethanol,hexadecane,CCO,CCCCCCCCCCCCCCCC,-2.03
pentanoicacid,chloroform,CCCCC(O)=O,C(Cl)(Cl)Cl,-6.61
1-butyne,water,CCC#C,O,-0.16
dichloroethane,dichloroethane,CC(Cl)Cl,CC(Cl)Cl,-4.69
3;3-dimethylbutanone,water,CC(=O)C(C)(C)C,O,-2.89
ethylamine,nonane,CCN,CCCCCCCCC,-1.98
cyclopentane,hexadecane,C1CCCC1,CCCCCCCCCCCCCCCC,-3.38
methanol,tributylphosphate,CO,CCCCOP(=O)(OCCCC)OCCCC,-4.16
nitromethane,benzonitrile,C[N+](=O)[O-],C1=CC=C(C=C1)C#N,-5.05
methylbenzoate,toluene,COC(=O)C1=CC=CC=C1,CC1=CC=CC=C1,-7.96
4-methylpyridine,water,CC1=CC=NC=C1,O,-4.94
dimethyl4-bromo-2;5-dichlorophenylthiophosphate,water,C[S](C)(c1cc(Cl)c(Br)cc1Cl)=[P]([O-])([O-])[O-],O,-5.7
acetone,xylene,CC(=O)C,CC1=CC=CC=C1C,-3.26
1-hexanol,octane,CCCCCCO,CCCCCCCC,-4.86
cyanuricacid,octanol,O=C1NC(=O)NC(=O)N1,CCCCCCCCO,-18.89
dimethylamine,water,CNC,O,-4.29
acetophenone,diethylether,CC(=O)C1=CC=CC=C1,CCOCC,-6.79
iodobenzene,hexadecane,C1=CC=C(C=C1)I,CCCCCCCCCCCCCCCC,-6.25
2;2'-dichlorobiphenyl,octanol,C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl,CCCCCCCCO,-9.41
propylacetate,ethylbenzene,CCCOC(C)=O,CCC1=CC=CC=C1,-4.95
propanoicacid,4methyl2pentanone,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CC(C)CC(C)=O,-6.85
n-hexane,octanol,CCCCCC,CCCCCCCCO,-3.01
ethanol,octane,CCO,CCCCCCCC,-2.15
iodobenzene,diethylether,C1=CC=C(C=C1)I,CCOCC,-6.64
1-hexanol,dibromoethane,CCCCCCO,CC(Br)Br,-6.08
aniline,octane,C1=CC=C(C=C1)N,CCCCCCCC,-4.84
benzamide,benzene,C1=CC=C(C=C1)C(=O)N,C1=CC=CC=C1,-9.93
ethylacetate,ethylacetate,CCOC(=O)C,CCOC(=O)C,-4.46
benzene,chloroform,C1=CC=CC=C1,C(Cl)(Cl)Cl,-4.64
isopropanol,octanol,CC(C)O,CCCCCCCCO,-4.62
butylacetate,pentane,CCCCOC(C)=O,CCCCC,-4.88
octafluorocyclobutane,water,C1(C(C(C1(F)F)(F)F)(F)F)(F)F,O,3.43
pyridine,4methyl2pentanone,C1=CC=NC=C1,CC(C)CC(C)=O,-5.33
pentanoicacid,pentanol,CCCCC(O)=O,CCCCCO,-8.17
pentanoicacid,butanol,CCCCC(O)=O,CCCCO,-8.02
uracil,octanol,C1=CNC(=O)NC1=O,CCCCCCCCO,-15.13
butylamine,undecane,CCCCN,CCCCCCCCCCC,-3.55
methanol,hexane,CO,CCCCCC,-1.49
nitromethane,nitromethane,C[N+](=O)[O-],C[N+](=O)[O-],-5.38
1-hexanol,nonane,CCCCCCO,CCCCCCCCC,-4.97
2-pentanone,ethylbenzene,CCCC(=O)C,CCC1=CC=CC=C1,-4.85
triethylphosphate,cyclohexane,CCOP(=O)(OCC)OCC,C1CCCCC1,-7.6
pentylacetate,decane,CCCCCOC(C)=O,CCCCCCCCCC,-5.31
bromoform,bromoform,C(Br)(Br)Br,C(Br)(Br)Br,-6.21
1-butanol,chlorobenzene,CCCCO,C1=CC=C(C=C1)Cl,-4.31
2-methylaniline,heptane,CC1=CC=CC=C1N,CCCCCCC,-6.28
ethylamine,octanol,CCN,CCCCCCCCO,-4.09
methylacetate,secbutylbenzene,COC(C)=O,CCC(C)C1=CC=CC=C1,-3.91
1-bromopentane,hexadecane,CCCCCBr,CCCCCCCCCCCCCCCC,-4.93
aceticacid,decalin,CC(O)=O,C1CCC2CCCCC2C1,-4.49
1-butanol,bromobenzene,CCCCO,C1=CC=C(C=C1)Br,-4.08
quinoline,chloroform,C1=CC=C2C(=C1)C=CC=N2,C(Cl)(Cl)Cl,-10.23
ethylacetate,heptane,CCOC(=O)C,CCCCCCC,-3.5
2-methylpyrazine,octane,CC1=NC=CN=C1,CCCCCCCC,-4.7
aceticacid,cyclohexane,CC(O)=O,C1CCCCC1,-1.73
1;4-dioxane,nitromethane,C1COCCO1,C[N+](=O)[O-],-5.46
ethylacetate,decalin,CCOC(=O)C,C1CCC2CCCCC2C1,-3.47
methylacetate,hexane,COC(C)=O,CCCCCC,-3.12
1;4-dichlorobenzene,chloroform,C1=CC(=CC=C1Cl)Cl,C(Cl)(Cl)Cl,-6.32
1-pentanol,decane,CCCCCO,CCCCCCCCCC,-3.92
methylamine,water,CN,O,-4.56
pentylacetate,secbutylbenzene,CCCCCOC(C)=O,CCC(C)C1=CC=CC=C1,-5.98
3-chloropropene,water,C=CCCl,O,-0.57
g-butyrolactone,ethanol,C1CC(=O)OC1,CCO,-4.58
1;1-diethoxyethane,water,CCOC(C)OCC,O,-3.28
methanol,hexadecane,CO,CCCCCCCCCCCCCCCC,-1.32
toluene,iodobenzene,CC1=CC=CC=C1,C1=CC=C(C=C1)I,-4.99
1-propanol,pentane,CCCO,CCCCC,-2.76
methylpropanoate,dichloroethane,CCC(=O)OC,CC(Cl)Cl,-4.87
toluene,water,CC1=CC=CC=C1,O,-0.89
toluene,benzylalcohol,CC1=CC=CC=C1,C1=CC=C(C=C1)CO,-4.46
phenol,water,C1=CC=C(C=C1)O,O,-6.62
propylamine,octanol,CCCN,CCCCCCCCO,-4.77
benzamide,chloroform,C1=CC=C(C=C1)C(=O)N,C(Cl)(Cl)Cl,-11.06
toluene,dimethylsulfoxide,CC1=CC=CC=C1,CS(=O)C,-4.42
propylamine,decanol,CCCN,CCCCCCCCCCO,-4.59
1;4-dioxane,chlorobenzene,C1COCCO1,C1=CC=C(C=C1)Cl,-5.08
methylamine,chloroform,CN,C(Cl)(Cl)Cl,-3.17
pentanoicacid,benzene,CCCCC(O)=O,C1=CC=CC=C1,-6.01
benzene,pentanol,C1=CC=CC=C1,CCCCCO,-3.53
p-cresol,xylene,CC1=CC=C(C=C1)O,CC1=CC=CC=C1C,-7.18
3-methylaniline,benzene,CC1=CC(=CC=C1)N,C1=CC=CC=C1,-7.61
ethanol,methylformamide,CCO,CNC=O,-5.12
2-heptanone,nonane,CCCCCC(=O)C,CCCCCCCCC,-5.24
methylamine,pentanol,CN,CCCCCO,-3.95
ethyne,water,C#C,O,-0.01
3-methylaniline,water,CC1=CC(=CC=C1)N,O,-5.67
pyridine,diethylether,C1=CC=NC=C1,CCOCC,-4.81
naphthalene,octanol,C1=CC=C2C=CC=CC2=C1,CCCCCCCCO,-6.97
toluene,carbondisulfide,CC1=CC=CC=C1,C(=S)=S,-5.39
o-cresol,octanol,CC1=CC=CC=C1O,CCCCCCCCO,-8.49
1;4;5;8-tetraminoanthraquinone,water,C1=CC(=C2C(=C1N)C(=O)C3=C(C=CC(=C3C2=O)N)N)N,O,-8.9
butanoicacid,heptane,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CCCCCCC,-5.05
benzene,undecane,C1=CC=CC=C1,CCCCCCCCCCC,-4.05
methylacetate,pentane,COC(C)=O,CCCCC,-3.13
tetramethylsilane,water,C[Si](C)(C)C,O,3.04
4-methylpyridine,chloroform,CC1=CC=NC=C1,C(Cl)(Cl)Cl,-7.5
isopropanol,chloroform,CC(C)O,C(Cl)(Cl)Cl,-4.28
methylisopropylether,octanol,COC(C)C,CCCCCCCCO,-4.64
difluorodichloromethane,water,C(F)(F)(Cl)Cl,O,1.69
2-bromopropane,hexadecane,CC(C)Br,CCCCCCCCCCCCCCCC,-3.26
2-butanone,heptane,CCC(=O)C,CCCCCCC,-3.36
nitromethane,diisopropylether,C[N+](=O)[O-],CC(C)OC(C)C,-3.9
n-octane,octanol,CCCCCCCC,CCCCCCCCO,-4.18
naphthalene,chloroform,C1=CC=C2C=CC=CC2=C1,C(Cl)(Cl)Cl,-7.89
benzaldehyde,water,C1=CC=C(C=C1)C=O,O,-4.02
ethanol,pentane,CCO,CCCCC,-2.15
trimethylamine,4methyl2pentanone,CN(C)C,CC(C)CC(C)=O,-2.86
ethanol,heptane,CCO,CCCCCCC,-2.15
propylamine,bromobenzene,CCCN,C1=CC=C(C=C1)Br,-3.57
2-hexanone,butylbenzene,CCCCC(=O)C,CCCCC1=CC=CC=C1,-5.31
1;1-difluoroethane,octanol,CC(F)F,CCCCCCCCO,-1.13
1-hexanol,toluene,CCCCCCO,CC1=CC=CC=C1,-6.12
phenol,heptane,C1=CC=C(C=C1)O,CCCCCCC,-5.32
phenol,butylbenzene,C1=CC=C(C=C1)O,CCCCC1=CC=CC=C1,-6.76
water,ethylacetate,O,CCOC(=O)C,-4.26
2-butanone,benzonitrile,CCC(=O)C,C1=CC=C(C=C1)C#N,-4.58
nitromethane,chlorobenzene,C[N+](=O)[O-],C1=CC=C(C=C1)Cl,-4.32
acetaldehyde,water,CC=O,O,-3.5
toluene,tetrahydrofuran,CC1=CC=CC=C1,C1CCOC1,-5.5
4-nitroaniline,octanol,C1=CC(=CC=C1N)[N+](=O)[O-],CCCCCCCCO,-11.35
pentylacetate,decalin,CCCCCOC(C)=O,C1CCC2CCCCC2C1,-5.44
benzonitrile,benzonitrile,C1=CC=C(C=C1)C#N,C1=CC=C(C=C1)C#N,-7.28
p-hydroxybenzaldehyde,benzene,C1=CC(=CC=C1C=O)O,C1=CC=CC=C1,-9.73
4-methylaniline,cyclohexane,CC1=CC=C(C=C1)N,C1CCCCC1,-6.3
toluene,butanone,CC1=CC=CC=C1,CCC(=O)C,-5.06
dipropylamine,diethylether,CCCNCCC,CCOCC,-4.96
methyloctanoate,water,CCCCCCCC(=O)OC,O,-2.04
methylpropanoate,trimethylbenzene,CCC(=O)OC,CC1=C(C(=CC=C1)C)C,-4.14
ethylbenzene,chloroform,CCC1=CC=CC=C1,C(Cl)(Cl)Cl,-5.84
ethanol,isopropylbenzene,CCO,CC(C)C1=CC=CC=C1,-2.9
ethyl4-cyanophenylphenylthiophosphonate,octanol,CC[S](c1ccc(cc1)C#N)=[P]([O-])([O-])c2ccccc2,CCCCCCCCO,-11.06
toluene,nonanol,CC1=CC=CC=C1,CCCCCCCCCO,-4.34
butanoicacid,diethylether,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CCOCC,-7.32
nitromethane,ethylacetate,C[N+](=O)[O-],CCOC(=O)C,-5.06
1-heptanol,bromoform,CCCCCCCO,C(Br)(Br)Br,-7.1
ethylbenzene,decane,CCC1=CC=CC=C1,CCCCCCCCCC,-5.25
thiophene,heptane,C1=CSC=C1,CCCCCCC,-4.09
thioanisole,cyclohexane,CSC1=CC=CC=C1,C1CCCCC1,-5.66
ethanol,propanol,CCO,CCCO,-5.01
propanal,octanol,CCC=O,CCCCCCCCO,-4.13
methanol,dichloroethane,CO,CC(Cl)Cl,-2.53
1;4-dioxane,2methylpyridine,C1COCCO1,Cc1ccccn1,-5.01
chlorotoluene,water,Cc1ccccc1Cl,O,-1.92
anisole,cyclohexane,COC1=CC=CC=C1,C1CCCCC1,-5.38
methylhexanoate,isopropyltoluene,CCCCCC(=O)OC,CC1=CC=C(C=C1)C(C)C,-6.06
2-methylpyridine,2methylpyridine,CC1=CC=CC=N1,Cc1ccccn1,-5.71
1;2-dinitroxypropane,water,CC(CO[N+]([O-])=O)O[N+]([O-])=O,O,-5.0
pyrrolidine,water,C1CCNC1,O,-5.48
anisole,decalin,COC1=CC=CC=C1,C1CCC2CCCCC2C1,-5.0
2-butanone,butanone,CCC(=O)C,CCC(=O)C,-4.5
dimethylamine,hexadecane,CNC,CCCCCCCCCCCCCCCC,-2.18
hydrogenperoxide,cyclohexanone,OO,C1CCC(=O)CC1,-9.11
1-pentanol,butylacetate,CCCCCO,CCCCOC(C)=O,-5.78
1-propanol,heptane,CCCO,CCCCCCC,-3.01
1-butene,octanol,CCC=C,CCCCCCCCO,-1.89
iodoethane,hexadecane,CCI,CCCCCCCCCCCCCCCC,-3.51
1-chloropropane,octanol,CCCCl,CCCCCCCCO,-3.06
2-heptanone,tetralin,CCCCCC(=O)C,C1CCC2=CC=CC=C2C1,-5.33
butanoicacid,ethylacetate,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CCOC(=O)C,-7.34
propanoicacid,toluene,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CC1=CC=CC=C1,-4.57
2-pentanone,xylene,CCCC(=O)C,CC1=CC=CC=C1C,-4.87
methylacetate,carbondisulfide,COC(C)=O,C(=S)=S,-3.67
pentanoicacid,dichloroethane,CCCCC(O)=O,CC(Cl)Cl,-6.47
3;3-dimethylbutanone,xylene,CC(=O)C(C)(C)C,CC1=CC=CC=C1C,-4.91
2-methoxyethanol,octanol,COCCO,CCCCCCCCO,-5.83
aniline,chlorobenzene,C1=CC=C(C=C1)N,C1=CC=C(C=C1)Cl,-6.72
methylpropanoate,isopropyltoluene,CCC(=O)OC,CC1=CC=C(C=C1)C(C)C,-4.14
1-nitropropane,octanol,CCC[N+](=O)[O-],CCCCCCCCO,-4.44
methanol,diethylether,CO,CCOCC,-3.61
ethylbenzene,water,CCC1=CC=CC=C1,O,-0.8
hydrogenperoxide,chloroform,OO,C(Cl)(Cl)Cl,-4.7
methylpentanoate,decane,CCCCC(=O)OC,CCCCCCCCCC,-4.77
methylpropanoate,xylene,CCC(=O)OC,CC1=CC=CC=C1C,-4.2
1-propanol,dibromoethane,CCCO,CC(Br)Br,-3.82
2-hexanone,octanol,CCCCC(=O)C,CCCCCCCCO,-5.02
propanoicacid,nitrobenzene,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C1=CC=C(C=C1)[N+](=O)[O-],-5.38
formaldehyde,butanone,C=O,CCC(=O)C,-1.77
3-methylaniline,octane,CC1=CC(=CC=C1)N,CCCCCCCC,-6.15
methylcyclohexane,hexadecyliodide,CC1CCCCC1,CCCCCCCCCCCCCCCCI,-4.07
dipropylamine,toluene,CCCNCCC,CC1=CC=CC=C1,-5.24
m-cresol,octane,CC1=CC(=CC=C1)O,CCCCCCCC,-5.19
methanol,benzene,CO,C1=CC=CC=C1,-2.58
aceticacid,aceticacid,CC(O)=O,CC(O)=O,-5.3
ethylbenzene,hexanol,CCC1=CC=CC=C1,CCCCCCO,-4.54
1;4-dioxane,benzylalcohol,C1COCCO1,C1=CC=C(C=C1)CO,-5.39
1;4-dioxane,cyclohexanone,C1COCCO1,C1CCC(=O)CC1,-4.95
acetophenone,dodecane,CC(=O)C1=CC=CC=C1,CCCCCCCCCCCC,-6.11
pentylamine,xylene,CCCCCN,CC1=CC=CC=C1C,-4.7
aceticacid,benzene,CC(O)=O,C1=CC=CC=C1,-4.02
phenol,iodobenzene,C1=CC=C(C=C1)O,C1=CC=C(C=C1)I,-6.76
1;4-dioxane,phenylether,C1COCCO1,O(c1ccccc1)c2ccccc2,-4.83
1-bromopropane,water,CCCBr,O,-0.56
methylpentanoate,octanol,CCCCC(=O)OC,CCCCCCCCO,-5.13
